Length,Frequency,Path,Part&Success,Part&Unsuccess,NonPart&Success,NonPart&Unsuccess,p_value
7,12,"(('exit', ('W_Call incomplete files|schedule', 'W_Call incomplete files|start')), ('exit', ('W_Call incomplete files|start', 'A_Incomplete')), ('enter', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1090,169,4175,1031,1.7367088622766147e-07
7,12,"(('exit', ('W_Call incomplete files|schedule', 'W_Call incomplete files|start')), ('exit', ('W_Call incomplete files|start', 'A_Incomplete')), ('enter', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1090,169,4175,1031,1.7367088622766147e-07
7,12,"(('exit', ('W_Call incomplete files|schedule', 'W_Call incomplete files|start')), ('exit', ('W_Call incomplete files|start', 'A_Incomplete')), ('exit', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1090,169,4175,1031,1.7367088622766147e-07
7,12,"(('exit', ('W_Call incomplete files|schedule', 'W_Call incomplete files|start')), ('exit', ('W_Call incomplete files|start', 'A_Incomplete')), ('exit', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1090,169,4175,1031,1.7367088622766147e-07
7,12,"(('exit', ('W_Call incomplete files|schedule', 'W_Call incomplete files|start')), ('exit', ('W_Call incomplete files|start', 'A_Incomplete')), ('exit', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1090,169,4175,1031,1.7367088622766147e-07
7,12,"(('exit', ('W_Call incomplete files|schedule', 'W_Call incomplete files|start')), ('exit', ('W_Call incomplete files|start', 'A_Incomplete')), ('exit', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1090,169,4175,1031,1.7367088622766147e-07
6,12,"(('exit', ('W_Call incomplete files|start', 'A_Incomplete')), ('enter', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1090,169,4175,1031,1.7367088622766147e-07
6,12,"(('exit', ('W_Call incomplete files|start', 'A_Incomplete')), ('enter', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1090,169,4175,1031,1.7367088622766147e-07
6,12,"(('exit', ('W_Call incomplete files|start', 'A_Incomplete')), ('enter', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1090,169,4175,1031,1.7367088622766147e-07
6,12,"(('exit', ('W_Call incomplete files|start', 'A_Incomplete')), ('enter', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1090,169,4175,1031,1.7367088622766147e-07
6,12,"(('exit', ('W_Call incomplete files|start', 'A_Incomplete')), ('exit', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1090,169,4175,1031,1.7367088622766147e-07
6,12,"(('exit', ('W_Call incomplete files|start', 'A_Incomplete')), ('exit', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1090,169,4175,1031,1.7367088622766147e-07
6,12,"(('exit', ('W_Call incomplete files|start', 'A_Incomplete')), ('exit', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1090,169,4175,1031,1.7367088622766147e-07
6,12,"(('exit', ('W_Call incomplete files|start', 'A_Incomplete')), ('exit', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1090,169,4175,1031,1.7367088622766147e-07
5,14,"(('exit', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1244,189,4098,1018,7.0580392641517165e-09
5,14,"(('exit', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1244,189,4098,1018,7.0580392641517165e-09
5,14,"(('exit', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1244,189,4098,1018,7.0580392641517165e-09
5,14,"(('exit', ('A_Incomplete', 'W_Call incomplete files|suspend')), ('exit', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('exit', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')), ('enter', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')), ('enter', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')))",1244,189,4098,1018,7.0580392641517165e-09
1,290,"(('batch', ('W_Call after offers|suspend', 'W_Call after offers|ate_abort')),)",6980,2718,8778,2462,0.0
1,188,"(('batch', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')),)",2343,655,9893,1565,0.0
1,66,"(('delay', ('W_Validate application|suspend', 'W_Validate application|resume')),)",928,357,7822,2362,0.0002676372494438972
2,10,"(('batch', ('W_Validate application|suspend', 'W_Validate application|resume')), ('workload', ('W_Validate application|resume', 'W_Validate application|suspend')))",368,138,7160,2028,0.006255640484414515
1,72,"(('batch', ('W_Validate application|suspend', 'W_Validate application|ate_abort')),)",1839,161,6690,851,2.954587011050336e-05
1,34,"(('delay', ('W_Validate application|suspend', 'W_Validate application|ate_abort')),)",445,70,8084,942,0.023692813694257686
1,22,"(('enter', ('W_Complete application|suspend', 'W_Complete application|resume')),)",917,829,4938,5016,0.024797834685655662
2,15,"(('workload', ('O_Create Offer', 'O_Created')), ('workload', ('O_Created', 'O_Sent (mail and online)')))",1237,1179,15463,12412,5.114222446445105e-05
1,16,"(('workload', ('O_Created', 'O_Sent (mail and online)')),)",1298,1222,15402,12369,0.00013340446224807678
1,32,"(('enter', ('W_Call after offers|suspend', 'W_Call after offers|ate_abort')),)",4558,1306,11200,3874,2.4376609808474115e-07
5,11,"(('workload', ('O_Sent (mail and online)', 'W_Complete application|complete')), ('workload', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('workload', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('workload', ('W_Call after offers|start', 'A_Complete')), ('workload', ('A_Complete', 'W_Call after offers|suspend')))",291,283,9606,7879,0.04451707220203205
4,11,"(('workload', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('workload', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('workload', ('W_Call after offers|start', 'A_Complete')), ('workload', ('A_Complete', 'W_Call after offers|suspend')))",292,283,9717,7957,0.04659517956068693
1,32,"(('enter', ('W_Complete application|ate_abort', 'W_Call after offers|schedule')),)",1062,806,4637,3920,0.036223075013842254
1,32,"(('exit', ('W_Complete application|ate_abort', 'W_Call after offers|schedule')),)",1062,806,4637,3920,0.036223075013842254
1,33,"(('workload', ('W_Call incomplete files|suspend', 'W_Call incomplete files|resume')),)",524,121,11712,2099,0.014194837545520644
2,14,"(('enter', ('O_Create Offer', 'O_Created')), ('enter', ('O_Created', 'O_Sent (mail and online)')))",1527,1402,15173,12189,0.0005980257036812819
2,14,"(('enter', ('O_Create Offer', 'O_Created')), ('exit', ('O_Created', 'O_Sent (mail and online)')))",1525,1401,15175,12190,0.0005655662291030872
1,15,"(('enter', ('O_Created', 'O_Sent (mail and online)')),)",1609,1477,15091,12114,0.0004191399594175582
2,14,"(('exit', ('O_Create Offer', 'O_Created')), ('enter', ('O_Created', 'O_Sent (mail and online)')))",1527,1402,15173,12189,0.0005980257036812819
2,14,"(('exit', ('O_Create Offer', 'O_Created')), ('exit', ('O_Created', 'O_Sent (mail and online)')))",1525,1401,15175,12190,0.0005655662291030872
1,15,"(('exit', ('O_Created', 'O_Sent (mail and online)')),)",1609,1476,15091,12115,0.0004528861854038446
1,21,"(('handover', ('W_Call after offers|suspend', 'W_Call after offers|ate_abort')),)",854,224,14904,4956,0.0019730968522050363
6,18,"(('enter', ('A_Create Application', 'A_Submitted')), ('enter', ('A_Submitted', 'W_Handle leads|schedule')), ('enter', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('enter', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('enter', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
6,18,"(('enter', ('A_Create Application', 'A_Submitted')), ('enter', ('A_Submitted', 'W_Handle leads|schedule')), ('enter', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('enter', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('exit', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
6,18,"(('enter', ('A_Create Application', 'A_Submitted')), ('enter', ('A_Submitted', 'W_Handle leads|schedule')), ('enter', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('exit', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('enter', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
6,18,"(('enter', ('A_Create Application', 'A_Submitted')), ('enter', ('A_Submitted', 'W_Handle leads|schedule')), ('enter', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('exit', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('exit', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
6,18,"(('enter', ('A_Create Application', 'A_Submitted')), ('enter', ('A_Submitted', 'W_Handle leads|schedule')), ('exit', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('enter', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('enter', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
6,18,"(('enter', ('A_Create Application', 'A_Submitted')), ('enter', ('A_Submitted', 'W_Handle leads|schedule')), ('exit', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('enter', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('exit', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
6,18,"(('enter', ('A_Create Application', 'A_Submitted')), ('enter', ('A_Submitted', 'W_Handle leads|schedule')), ('exit', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('exit', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('enter', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
6,18,"(('enter', ('A_Create Application', 'A_Submitted')), ('enter', ('A_Submitted', 'W_Handle leads|schedule')), ('exit', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('exit', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('exit', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
6,18,"(('enter', ('A_Create Application', 'A_Submitted')), ('exit', ('A_Submitted', 'W_Handle leads|schedule')), ('enter', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('enter', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('enter', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
6,18,"(('enter', ('A_Create Application', 'A_Submitted')), ('exit', ('A_Submitted', 'W_Handle leads|schedule')), ('enter', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('enter', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('exit', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
6,18,"(('enter', ('A_Create Application', 'A_Submitted')), ('exit', ('A_Submitted', 'W_Handle leads|schedule')), ('enter', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('exit', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('enter', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
6,18,"(('enter', ('A_Create Application', 'A_Submitted')), ('exit', ('A_Submitted', 'W_Handle leads|schedule')), ('enter', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('exit', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('exit', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
6,18,"(('enter', ('A_Create Application', 'A_Submitted')), ('exit', ('A_Submitted', 'W_Handle leads|schedule')), ('exit', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('enter', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('enter', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
6,18,"(('enter', ('A_Create Application', 'A_Submitted')), ('exit', ('A_Submitted', 'W_Handle leads|schedule')), ('exit', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('enter', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('exit', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
6,18,"(('enter', ('A_Create Application', 'A_Submitted')), ('exit', ('A_Submitted', 'W_Handle leads|schedule')), ('exit', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('exit', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('enter', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
6,18,"(('enter', ('A_Create Application', 'A_Submitted')), ('exit', ('A_Submitted', 'W_Handle leads|schedule')), ('exit', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('exit', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('exit', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
5,18,"(('enter', ('A_Submitted', 'W_Handle leads|schedule')), ('enter', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('enter', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('enter', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
5,18,"(('enter', ('A_Submitted', 'W_Handle leads|schedule')), ('enter', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('enter', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('exit', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
5,18,"(('enter', ('A_Submitted', 'W_Handle leads|schedule')), ('enter', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('exit', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('enter', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
5,18,"(('enter', ('A_Submitted', 'W_Handle leads|schedule')), ('enter', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('exit', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('exit', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
5,18,"(('enter', ('A_Submitted', 'W_Handle leads|schedule')), ('exit', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('enter', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('enter', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
5,18,"(('enter', ('A_Submitted', 'W_Handle leads|schedule')), ('exit', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('enter', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('exit', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
5,18,"(('enter', ('A_Submitted', 'W_Handle leads|schedule')), ('exit', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('exit', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('enter', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
5,18,"(('enter', ('A_Submitted', 'W_Handle leads|schedule')), ('exit', ('W_Handle leads|schedule', 'W_Handle leads|withdraw')), ('exit', ('W_Handle leads|withdraw', 'W_Complete application|schedule')), ('exit', ('W_Complete application|schedule', 'A_Concept')), ('enter', ('A_Concept', 'W_Complete application|start')))",567,621,6982,6572,0.012324998510132357
1,35,"(('enter', ('A_Concept', 'W_Complete application|start')),)",1093,1162,6591,6158,0.004699816668424783
4,14,"(('enter', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('enter', ('W_Call after offers|start', 'A_Complete')), ('enter', ('A_Complete', 'W_Call after offers|suspend')), ('enter', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",1087,1042,11106,9661,0.032895179118489715
4,14,"(('enter', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('enter', ('W_Call after offers|start', 'A_Complete')), ('exit', ('A_Complete', 'W_Call after offers|suspend')), ('enter', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",1087,1042,11106,9661,0.032895179118489715
4,14,"(('enter', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('exit', ('W_Call after offers|start', 'A_Complete')), ('enter', ('A_Complete', 'W_Call after offers|suspend')), ('enter', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",1087,1042,11106,9661,0.032895179118489715
