,hle-id,type,segment,activity,value,window
45,45,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",36,395
46,46,exit,"('Request Payment', 'Payment Handled')","('exit', ('Request Payment', 'Payment Handled'))",71,395
47,47,exit,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR')","('exit', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR'))",26,395
48,48,exit,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('exit', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",18,395
49,49,enter,"('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION')","('enter', ('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION'))",33,406
50,50,enter,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('enter', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",13,406
51,51,exit,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('exit', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",22,406
52,52,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",38,407
53,53,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",38,407
54,54,enter,"('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION')","('enter', ('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION'))",35,408
55,55,enter,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR')","('enter', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR'))",26,408
56,56,enter,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('enter', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",18,408
57,57,exit,"('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION')","('exit', ('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION'))",44,408
58,58,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",37,409
59,59,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",37,409
60,60,enter,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('enter', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",37,413
61,61,exit,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR')","('exit', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR'))",29,413
62,62,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",47,414
63,63,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",47,414
64,64,enter,"('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION')","('enter', ('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION'))",30,415
65,65,enter,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('enter', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",13,415
66,66,enter,"('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION')","('enter', ('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION'))",35,416
67,67,enter,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('enter', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",14,416
68,68,exit,"('Request Payment', 'Payment Handled')","('exit', ('Request Payment', 'Payment Handled'))",72,416
69,69,exit,"('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION')","('exit', ('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION'))",37,416
70,70,enter,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('enter', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",37,420
71,71,exit,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR')","('exit', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR'))",33,420
72,72,exit,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('exit', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",22,420
73,73,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",49,421
74,74,enter,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('enter', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",15,421
75,75,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",49,421
76,76,exit,"('Request Payment', 'Payment Handled')","('exit', ('Request Payment', 'Payment Handled'))",82,423
77,77,enter,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('enter', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",38,427
78,78,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",51,428
79,79,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",51,428
80,80,exit,"('Request Payment', 'Payment Handled')","('exit', ('Request Payment', 'Payment Handled'))",80,430
81,81,enter,"('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION')","('enter', ('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION'))",29,434
82,82,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",31,435
83,83,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",31,435
84,84,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",31,437
85,85,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",31,437
86,86,enter,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('enter', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",29,442
87,87,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",38,442
88,88,enter,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('enter', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",14,442
89,89,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",38,442
90,90,enter,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('enter', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",36,443
91,91,exit,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR')","('exit', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR'))",28,443
92,92,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",33,444
93,93,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",33,444
94,94,enter,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('enter', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",36,449
95,95,exit,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR')","('exit', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR'))",29,449
96,96,enter,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('enter', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",15,450
97,97,enter,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('enter', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",31,451
98,98,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",46,451
99,99,enter,"('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION')","('enter', ('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION'))",39,451
100,100,enter,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('enter', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",20,451
101,101,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",46,451
102,102,exit,"('Request Payment', 'Payment Handled')","('exit', ('Request Payment', 'Payment Handled'))",92,451
103,103,exit,"('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION')","('exit', ('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION'))",36,451
104,104,exit,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('exit', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",21,451
105,105,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",40,456
106,106,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",40,456
107,107,enter,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR')","('enter', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR'))",19,458
108,108,enter,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('enter', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",29,463
109,109,enter,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('enter', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",14,465
110,110,exit,"('Request Payment', 'Payment Handled')","('exit', ('Request Payment', 'Payment Handled'))",69,465
111,111,exit,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('exit', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",18,469
112,112,enter,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('enter', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",33,470
113,113,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",41,470
114,114,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",41,470
115,115,enter,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('enter', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",30,472
116,116,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",34,477
117,117,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",34,477
118,118,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",31,479
119,119,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",31,479
120,120,enter,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('enter', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",31,505
121,121,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",44,512
122,122,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",43,512
123,123,enter,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('enter', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",13,513
124,124,exit,"('Request Payment', 'Payment Handled')","('exit', ('Request Payment', 'Payment Handled'))",72,514
125,125,enter,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('enter', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",38,519
126,126,exit,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR')","('exit', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR'))",27,519
127,127,exit,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('exit', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",20,519
128,128,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",39,521
129,129,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",39,521
130,130,enter,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('enter', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",52,540
131,131,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",40,540
132,132,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",40,540
133,133,exit,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR')","('exit', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by SUPERVISOR'))",34,540
134,134,exit,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('exit', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",16,540
135,135,enter,"('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION')","('enter', ('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION'))",30,541
136,136,enter,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('enter', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",14,541
137,137,exit,"('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION')","('exit', ('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION'))",32,541
138,138,enter,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('enter', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",41,542
139,139,enter,"('Request Payment', 'Payment Handled')","('enter', ('Request Payment', 'Payment Handled'))",62,542
140,140,enter,"('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION')","('enter', ('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION'))",31,542
141,141,enter,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('enter', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",15,542
142,142,exit,"('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment')","('exit', ('Request For Payment FINAL_APPROVED by SUPERVISOR', 'Request Payment'))",62,542
143,143,exit,"('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION')","('exit', ('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION'))",32,542
144,144,enter,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('enter', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",13,546
145,145,exit,"('Request Payment', 'Payment Handled')","('exit', ('Request Payment', 'Payment Handled'))",72,546
146,146,exit,"('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION')","('exit', ('Request For Payment SUBMITTED by EMPLOYEE', 'Request For Payment APPROVED by ADMINISTRATION'))",29,546
147,147,exit,"('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER')","('exit', ('Request For Payment APPROVED by ADMINISTRATION', 'Request For Payment APPROVED by BUDGET OWNER'))",19,546
