,hle-id,type,segment,activity,value,window
44,44,enter,"('mail income', 'initialize')","('enter', ('mail income', 'initialize'))",176,121
45,45,exit,"('mail valid', 'mail income')","('exit', ('mail valid', 'mail income'))",180,121
46,46,workload,"('mail valid', 'mail income')","('workload', ('mail valid', 'mail income'))",180.0,121
47,47,exit,"('mail valid', 'mail income')","('exit', ('mail valid', 'mail income'))",156,122
48,48,workload,"('mail valid', 'mail income')","('workload', ('mail valid', 'mail income'))",156.0,122
49,49,enter,"('mail income', 'initialize')","('enter', ('mail income', 'initialize'))",227,125
50,50,exit,"('mail valid', 'mail income')","('exit', ('mail valid', 'mail income'))",233,125
51,51,workload,"('mail valid', 'mail income')","('workload', ('mail valid', 'mail income'))",233.0,125
52,52,enter,"('initialize', 'begin editing')","('enter', ('initialize', 'begin editing'))",9144,127
53,53,enter,"('begin editing', 'finish editing')","('enter', ('begin editing', 'finish editing'))",6896,127
54,54,enter,"('finish editing', 'create')","('enter', ('finish editing', 'create'))",6890,127
55,55,enter,"('create', 'begin editing')","('enter', ('create', 'begin editing'))",9552,127
56,56,enter,"('begin editing', 'create')","('enter', ('begin editing', 'create'))",3421,127
57,57,enter,"('create', 'initialize')","('enter', ('create', 'initialize'))",9036,127
58,58,enter,"('finish editing', 'initialize')","('enter', ('finish editing', 'initialize'))",3100,127
59,59,enter,"('initialize', 'performed')","('enter', ('initialize', 'performed'))",2501,127
60,60,enter,"('finish editing', 'performed')","('enter', ('finish editing', 'performed'))",2519,127
61,61,enter,"('finish editing', 'begin editing')","('enter', ('finish editing', 'begin editing'))",107,127
62,62,exit,"('mail valid', 'initialize')","('exit', ('mail valid', 'initialize'))",8124,127
63,63,exit,"('initialize', 'begin editing')","('exit', ('initialize', 'begin editing'))",9091,127
64,64,exit,"('begin editing', 'finish editing')","('exit', ('begin editing', 'finish editing'))",6896,127
65,65,exit,"('finish editing', 'create')","('exit', ('finish editing', 'create'))",6849,127
66,66,exit,"('create', 'begin editing')","('exit', ('create', 'begin editing'))",3854,127
67,67,exit,"('begin editing', 'create')","('exit', ('begin editing', 'create'))",3380,127
68,68,exit,"('create', 'initialize')","('exit', ('create', 'initialize'))",2915,127
69,69,exit,"('finish editing', 'begin editing')","('exit', ('finish editing', 'begin editing'))",53,127
70,70,exit,"('mail income', 'initialize')","('exit', ('mail income', 'initialize'))",2610,127
71,71,exit,"('create', 'create')","('exit', ('create', 'create'))",815,127
72,72,workload,"('initialize', 'begin editing')","('workload', ('initialize', 'begin editing'))",4518.5,127
73,73,workload,"('begin editing', 'finish editing')","('workload', ('begin editing', 'finish editing'))",3297.0,127
74,74,workload,"('finish editing', 'create')","('workload', ('finish editing', 'create'))",6719.0,127
75,75,workload,"('begin editing', 'create')","('workload', ('begin editing', 'create'))",3250.0,127
76,76,workload,"('create', 'create')","('workload', ('create', 'create'))",815.0,127
77,77,enter,"('initialize', 'begin editing')","('enter', ('initialize', 'begin editing'))",1634,128
78,78,enter,"('begin editing', 'finish editing')","('enter', ('begin editing', 'finish editing'))",1116,128
79,79,enter,"('begin editing', 'create')","('enter', ('begin editing', 'create'))",708,128
80,80,enter,"('finish editing', 'initialize')","('enter', ('finish editing', 'initialize'))",1226,128
81,81,enter,"('finish editing', 'performed')","('enter', ('finish editing', 'performed'))",838,128
82,82,enter,"('begin editing', 'calculate')","('enter', ('begin editing', 'calculate'))",213,128
83,83,enter,"('finish editing', 'begin editing')","('enter', ('finish editing', 'begin editing'))",47,128
84,84,enter,"('finish editing', 'calculate')","('enter', ('finish editing', 'calculate'))",213,128
85,85,enter,"('finish editing', 'save')","('enter', ('finish editing', 'save'))",272,128
86,86,enter,"('begin editing', 'save')","('enter', ('begin editing', 'save'))",272,128
87,87,exit,"('mail valid', 'initialize')","('exit', ('mail valid', 'initialize'))",1414,128
88,88,exit,"('initialize', 'begin editing')","('exit', ('initialize', 'begin editing'))",1609,128
89,89,exit,"('begin editing', 'finish editing')","('exit', ('begin editing', 'finish editing'))",1116,128
90,90,exit,"('finish editing', 'create')","('exit', ('finish editing', 'create'))",1121,128
91,91,exit,"('begin editing', 'create')","('exit', ('begin editing', 'create'))",685,128
92,92,workload,"('initialize', 'begin editing')","('workload', ('initialize', 'begin editing'))",798.5,128
93,93,workload,"('begin editing', 'finish editing')","('workload', ('begin editing', 'finish editing'))",544.5,128
94,94,workload,"('begin editing', 'create')","('workload', ('begin editing', 'create'))",649.0,128
95,95,enter,"('initialize', 'begin editing')","('enter', ('initialize', 'begin editing'))",2310,129
96,96,enter,"('begin editing', 'finish editing')","('enter', ('begin editing', 'finish editing'))",1592,129
97,97,enter,"('finish editing', 'create')","('enter', ('finish editing', 'create'))",1595,129
98,98,enter,"('create', 'begin editing')","('enter', ('create', 'begin editing'))",2439,129
99,99,enter,"('begin editing', 'create')","('enter', ('begin editing', 'create'))",975,129
100,100,enter,"('create', 'initialize')","('enter', ('create', 'initialize'))",2362,129
101,101,enter,"('finish editing', 'initialize')","('enter', ('finish editing', 'initialize'))",1993,129
102,102,enter,"('finish editing', 'performed')","('enter', ('finish editing', 'performed'))",1561,129
103,103,enter,"('begin editing', 'calculate')","('enter', ('begin editing', 'calculate'))",473,129
104,104,enter,"('finish editing', 'calculate')","('enter', ('finish editing', 'calculate'))",475,129
105,105,exit,"('mail valid', 'initialize')","('exit', ('mail valid', 'initialize'))",2163,129
106,106,exit,"('initialize', 'begin editing')","('exit', ('initialize', 'begin editing'))",2372,129
107,107,exit,"('begin editing', 'finish editing')","('exit', ('begin editing', 'finish editing'))",1590,129
108,108,exit,"('finish editing', 'create')","('exit', ('finish editing', 'create'))",1651,129
109,109,exit,"('begin editing', 'create')","('exit', ('begin editing', 'create'))",1031,129
110,110,exit,"('finish editing', 'begin editing')","('exit', ('finish editing', 'begin editing'))",72,129
111,111,exit,"('mail income', 'initialize')","('exit', ('mail income', 'initialize'))",833,129
112,112,workload,"('initialize', 'begin editing')","('workload', ('initialize', 'begin editing'))",1151.0,129
113,113,workload,"('begin editing', 'finish editing')","('workload', ('begin editing', 'finish editing'))",794.5,129
114,114,workload,"('finish editing', 'create')","('workload', ('finish editing', 'create'))",1585.0,129
115,115,workload,"('begin editing', 'create')","('workload', ('begin editing', 'create'))",965.0,129
116,116,workload,"('begin editing', 'finish editing')","('workload', ('begin editing', 'finish editing'))",3.0,134
117,117,workload,"('begin editing', 'finish editing')","('workload', ('begin editing', 'finish editing'))",3.0,136
118,118,enter,"('save', 'begin editing')","('enter', ('save', 'begin editing'))",83,137
119,119,exit,"('finish editing', 'initialize')","('exit', ('finish editing', 'initialize'))",64,137
120,120,workload,"('save', 'save')","('workload', ('save', 'save'))",25.928571428571427,141
121,121,workload,"('save', 'save')","('workload', ('save', 'save'))",47.166666666666664,142
122,122,enter,"('finish editing', 'initialize')","('enter', ('finish editing', 'initialize'))",5390,147
123,123,enter,"('initialize', 'performed')","('enter', ('initialize', 'performed'))",4374,147
124,124,enter,"('finish editing', 'performed')","('enter', ('finish editing', 'performed'))",4388,147
125,125,enter,"('begin editing', 'calculate')","('enter', ('begin editing', 'calculate'))",865,147
126,126,enter,"('finish editing', 'calculate')","('enter', ('finish editing', 'calculate'))",865,147
127,127,enter,"('finish editing', 'save')","('enter', ('finish editing', 'save'))",148,147
128,128,enter,"('begin editing', 'save')","('enter', ('begin editing', 'save'))",148,147
129,129,exit,"('create', 'begin editing')","('exit', ('create', 'begin editing'))",5689,147
130,130,exit,"('create', 'initialize')","('exit', ('create', 'initialize'))",5699,147
131,131,exit,"('save', 'finish editing')","('exit', ('save', 'finish editing'))",112,147
132,132,exit,"('save', 'begin editing')","('exit', ('save', 'begin editing'))",108,147
133,133,handover,"('calculate', 'finish editing')","('handover', ('calculate', 'finish editing'))",3.0,147
134,134,handover,"('finish editing', 'begin editing')","('handover', ('finish editing', 'begin editing'))",1.6666666666666667,147
135,135,handover,"('save', 'finish editing')","('handover', ('save', 'finish editing'))",6.0,147
136,136,handover,"('calculate', 'begin editing')","('handover', ('calculate', 'begin editing'))",3.0,147
137,137,handover,"('save', 'begin editing')","('handover', ('save', 'begin editing'))",4.0,147
138,138,workload,"('initialize', 'begin editing')","('workload', ('initialize', 'begin editing'))",8.5,147
139,139,workload,"('begin editing', 'finish editing')","('workload', ('begin editing', 'finish editing'))",3.0,147
140,140,workload,"('save', 'save')","('workload', ('save', 'save'))",22.833333333333332,148
141,141,enter,"('save', 'save')","('enter', ('save', 'save'))",609,150
142,142,exit,"('finish editing', 'initialize')","('exit', ('finish editing', 'initialize'))",140,150
143,143,exit,"('finish editing', 'save')","('exit', ('finish editing', 'save'))",71,150
144,144,workload,"('save', 'save')","('workload', ('save', 'save'))",204.5,150
145,145,enter,"('save', 'save')","('enter', ('save', 'save'))",919,152
146,146,exit,"('finish editing', 'initialize')","('exit', ('finish editing', 'initialize'))",431,152
147,147,exit,"('save', 'save')","('exit', ('save', 'save'))",479,152
148,148,workload,"('save', 'save')","('workload', ('save', 'save'))",479.0,152
149,149,workload,"('save', 'save')","('workload', ('save', 'save'))",32.0,153
150,150,enter,"('save', 'save')","('enter', ('save', 'save'))",1462,154
151,151,exit,"('save', 'save')","('exit', ('save', 'save'))",2115,154
152,152,workload,"('save', 'save')","('workload', ('save', 'save'))",301.2857142857143,154
153,153,workload,"('calculate', 'finish editing')","('workload', ('calculate', 'finish editing'))",11.545454545454545,155
154,154,workload,"('finish editing', 'save')","('workload', ('finish editing', 'save'))",4.75,155
155,155,workload,"('finish editing', 'initialize')","('workload', ('finish editing', 'initialize'))",5.0,156
156,156,workload,"('finish editing', 'begin editing')","('workload', ('finish editing', 'begin editing'))",4.5,156
157,157,workload,"('save', 'finish editing')","('workload', ('save', 'finish editing'))",5.571428571428571,156
158,158,workload,"('save', 'finish editing')","('workload', ('save', 'finish editing'))",15.0,161
159,159,enter,"('save', 'save')","('enter', ('save', 'save'))",607,162
160,160,exit,"('save', 'save')","('exit', ('save', 'save'))",602,162
161,161,workload,"('save', 'save')","('workload', ('save', 'save'))",75.25,162
162,162,exit,"('finish editing', 'calculate')","('exit', ('finish editing', 'calculate'))",27,163
163,163,workload,"('calculate', 'finish editing')","('workload', ('calculate', 'finish editing'))",20.0,163
164,164,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",13.0,163
165,165,workload,"('save', 'save')","('workload', ('save', 'save'))",35.36363636363637,168
166,166,exit,"('begin editing', 'calculate')","('exit', ('begin editing', 'calculate'))",30,169
167,167,exit,"('finish editing', 'calculate')","('exit', ('finish editing', 'calculate'))",30,169
168,168,workload,"('calculate', 'finish editing')","('workload', ('calculate', 'finish editing'))",24.333333333333332,169
169,169,workload,"('save', 'save')","('workload', ('save', 'save'))",26.125,169
170,170,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",19.5,169
171,171,enter,"('save', 'save')","('enter', ('save', 'save'))",673,170
172,172,exit,"('begin editing', 'calculate')","('exit', ('begin editing', 'calculate'))",33,170
173,173,exit,"('finish editing', 'calculate')","('exit', ('finish editing', 'calculate'))",32,170
174,174,exit,"('save', 'save')","('exit', ('save', 'save'))",674,170
175,175,workload,"('finish editing', 'initialize')","('workload', ('finish editing', 'initialize'))",3.0,170
176,176,workload,"('calculate', 'finish editing')","('workload', ('calculate', 'finish editing'))",16.4,170
177,177,workload,"('finish editing', 'begin editing')","('workload', ('finish editing', 'begin editing'))",3.0,170
178,178,workload,"('save', 'save')","('workload', ('save', 'save'))",51.38461538461539,170
179,179,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",9.5,170
180,180,workload,"('calculate', 'finish editing')","('workload', ('calculate', 'finish editing'))",14.0,171
181,181,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",7.0,171
182,182,enter,"('save', 'save')","('enter', ('save', 'save'))",685,174
183,183,exit,"('finish editing', 'initialize')","('exit', ('finish editing', 'initialize'))",102,174
184,184,exit,"('finish editing', 'calculate')","('exit', ('finish editing', 'calculate'))",24,174
185,185,exit,"('save', 'save')","('exit', ('save', 'save'))",679,174
186,186,workload,"('calculate', 'finish editing')","('workload', ('calculate', 'finish editing'))",16.333333333333332,174
187,187,workload,"('calculate', 'calculate')","('workload', ('calculate', 'calculate'))",7.0,174
188,188,workload,"('save', 'save')","('workload', ('save', 'save'))",48.42857142857143,174
189,189,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",7.333333333333333,174
190,190,enter,"('save', 'save')","('enter', ('save', 'save'))",575,175
191,191,exit,"('save', 'save')","('exit', ('save', 'save'))",574,175
192,192,workload,"('calculate', 'finish editing')","('workload', ('calculate', 'finish editing'))",30.0,175
193,193,workload,"('save', 'save')","('workload', ('save', 'save'))",57.1,175
194,194,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",20.5,175
195,195,enter,"('initialize', 'begin editing')","('enter', ('initialize', 'begin editing'))",1609,176
196,196,enter,"('begin editing', 'finish editing')","('enter', ('begin editing', 'finish editing'))",1065,176
197,197,enter,"('begin editing', 'create')","('enter', ('begin editing', 'create'))",1591,176
198,198,enter,"('create', 'create')","('enter', ('create', 'create'))",1023,176
199,199,enter,"('save', 'save')","('enter', ('save', 'save'))",606,176
200,200,exit,"('initialize', 'begin editing')","('exit', ('initialize', 'begin editing'))",1609,176
201,201,exit,"('begin editing', 'finish editing')","('exit', ('begin editing', 'finish editing'))",1065,176
202,202,exit,"('begin editing', 'create')","('exit', ('begin editing', 'create'))",1591,176
203,203,exit,"('finish editing', 'initialize')","('exit', ('finish editing', 'initialize'))",1503,176
204,204,exit,"('create', 'create')","('exit', ('create', 'create'))",1023,176
205,205,exit,"('save', 'save')","('exit', ('save', 'save'))",607,176
206,206,handover,"('finish editing', 'initialize')","('handover', ('finish editing', 'initialize'))",9.0,176
207,207,workload,"('initialize', 'begin editing')","('workload', ('initialize', 'begin editing'))",1609.0,176
208,208,workload,"('begin editing', 'finish editing')","('workload', ('begin editing', 'finish editing'))",1065.0,176
209,209,workload,"('create', 'begin editing')","('workload', ('create', 'begin editing'))",1042.0,176
210,210,workload,"('begin editing', 'create')","('workload', ('begin editing', 'create'))",1591.0,176
211,211,workload,"('finish editing', 'begin editing')","('workload', ('finish editing', 'begin editing'))",3.0,176
212,212,workload,"('create', 'create')","('workload', ('create', 'create'))",1023.0,176
213,213,workload,"('save', 'save')","('workload', ('save', 'save'))",55.09090909090909,176
214,214,enter,"('begin editing', 'finish editing')","('enter', ('begin editing', 'finish editing'))",14,177
215,215,enter,"('begin editing', 'create')","('enter', ('begin editing', 'create'))",16,177
216,216,exit,"('begin editing', 'create')","('exit', ('begin editing', 'create'))",16,177
217,217,workload,"('initialize', 'begin editing')","('workload', ('initialize', 'begin editing'))",17.0,177
218,218,workload,"('begin editing', 'finish editing')","('workload', ('begin editing', 'finish editing'))",14.0,177
219,219,workload,"('begin editing', 'create')","('workload', ('begin editing', 'create'))",16.0,177
220,220,workload,"('save', 'save')","('workload', ('save', 'save'))",24.666666666666668,178
221,221,workload,"('calculate', 'calculate')","('workload', ('calculate', 'calculate'))",5.0,181
222,222,workload,"('save', 'save')","('workload', ('save', 'save'))",38.375,181
223,223,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",14.0,181
224,224,enter,"('finish editing', 'initialize')","('enter', ('finish editing', 'initialize'))",290,182
225,225,enter,"('calculate', 'finish editing')","('enter', ('calculate', 'finish editing'))",286,182
226,226,enter,"('finish editing', 'performed')","('enter', ('finish editing', 'performed'))",288,182
227,227,enter,"('calculate', 'calculate')","('enter', ('calculate', 'calculate'))",38,182
228,228,exit,"('calculate', 'finish editing')","('exit', ('calculate', 'finish editing'))",285,182
229,229,exit,"('begin editing', 'calculate')","('exit', ('begin editing', 'calculate'))",334,182
230,230,exit,"('finish editing', 'calculate')","('exit', ('finish editing', 'calculate'))",333,182
231,231,workload,"('calculate', 'finish editing')","('workload', ('calculate', 'finish editing'))",35.625,182
232,232,workload,"('calculate', 'calculate')","('workload', ('calculate', 'calculate'))",3.4,182
233,233,workload,"('save', 'save')","('workload', ('save', 'save'))",38.833333333333336,182
234,234,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",22.0,182
235,235,enter,"('finish editing', 'initialize')","('enter', ('finish editing', 'initialize'))",462,183
236,236,enter,"('calculate', 'finish editing')","('enter', ('calculate', 'finish editing'))",463,183
237,237,enter,"('finish editing', 'performed')","('enter', ('finish editing', 'performed'))",457,183
238,238,enter,"('calculate', 'calculate')","('enter', ('calculate', 'calculate'))",98,183
239,239,enter,"('calculate', 'save')","('enter', ('calculate', 'save'))",79,183
240,240,enter,"('save', 'save')","('enter', ('save', 'save'))",436,183
241,241,exit,"('calculate', 'finish editing')","('exit', ('calculate', 'finish editing'))",463,183
242,242,exit,"('begin editing', 'calculate')","('exit', ('begin editing', 'calculate'))",875,183
243,243,exit,"('calculate', 'calculate')","('exit', ('calculate', 'calculate'))",115,183
244,244,exit,"('finish editing', 'calculate')","('exit', ('finish editing', 'calculate'))",881,183
245,245,exit,"('save', 'save')","('exit', ('save', 'save'))",429,183
246,246,workload,"('calculate', 'finish editing')","('workload', ('calculate', 'finish editing'))",66.14285714285714,183
247,247,workload,"('calculate', 'calculate')","('workload', ('calculate', 'calculate'))",12.6,183
248,248,workload,"('save', 'save')","('workload', ('save', 'save'))",71.16666666666667,183
249,249,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",29.0,183
250,250,workload,"('insert document', 'save')","('workload', ('insert document', 'save'))",5.0,183
251,251,enter,"('finish editing', 'initialize')","('enter', ('finish editing', 'initialize'))",131,184
252,252,enter,"('save', 'save')","('enter', ('save', 'save'))",538,184
253,253,exit,"('begin editing', 'calculate')","('exit', ('begin editing', 'calculate'))",152,184
254,254,exit,"('finish editing', 'calculate')","('exit', ('finish editing', 'calculate'))",152,184
255,255,exit,"('save', 'save')","('exit', ('save', 'save'))",541,184
256,256,handover,"('calculate', 'save')","('handover', ('calculate', 'save'))",2.0,184
257,257,workload,"('calculate', 'finish editing')","('workload', ('calculate', 'finish editing'))",14.444444444444445,184
258,258,workload,"('save', 'save')","('workload', ('save', 'save'))",38.285714285714285,184
259,259,workload,"('calculate', 'finish editing')","('workload', ('calculate', 'finish editing'))",11.5,185
260,260,handover,"('calculate', 'save')","('handover', ('calculate', 'save'))",1.1428571428571428,189
261,261,workload,"('calculate', 'save')","('workload', ('calculate', 'save'))",13.666666666666666,189
262,262,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",9.375,189
263,263,enter,"('initialize', 'begin editing')","('enter', ('initialize', 'begin editing'))",426,190
264,264,enter,"('initialize', 'performed')","('enter', ('initialize', 'performed'))",9284,190
265,265,enter,"('performed', 'calculate')","('enter', ('performed', 'calculate'))",2877,190
266,266,enter,"('performed', 'performed')","('enter', ('performed', 'performed'))",9220,190
267,267,enter,"('performed', 'save')","('enter', ('performed', 'save'))",1391,190
268,268,exit,"('finish editing', 'initialize')","('exit', ('finish editing', 'initialize'))",10975,190
269,269,exit,"('initialize', 'performed')","('exit', ('initialize', 'performed'))",9533,190
270,270,exit,"('finish editing', 'performed')","('exit', ('finish editing', 'performed'))",10830,190
271,271,exit,"('performed', 'save')","('exit', ('performed', 'save'))",204,190
272,272,handover,"('finish editing', 'initialize')","('handover', ('finish editing', 'initialize'))",45.0,190
273,273,handover,"('initialize', 'performed')","('handover', ('initialize', 'performed'))",10.0,190
274,274,handover,"('finish editing', 'performed')","('handover', ('finish editing', 'performed'))",45.0,190
275,275,workload,"('initialize', 'performed')","('workload', ('initialize', 'performed'))",199.0,190
276,276,workload,"('calculate', 'finish editing')","('workload', ('calculate', 'finish editing'))",12.333333333333334,190
277,277,workload,"('save', 'save')","('workload', ('save', 'save'))",22.6,190
278,278,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",13.88888888888889,190
279,279,workload,"('calculate', 'save')","('workload', ('calculate', 'save'))",5.0,191
280,280,workload,"('save', 'save')","('workload', ('save', 'save'))",31.75,191
281,281,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",7.0,192
282,282,exit,"('performed', 'save')","('exit', ('performed', 'save'))",124,195
283,283,handover,"('save', 'save')","('handover', ('save', 'save'))",2.0,195
284,284,workload,"('save', 'save')","('workload', ('save', 'save'))",23.181818181818183,195
285,285,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",8.6,195
286,286,workload,"('insert document', 'save')","('workload', ('insert document', 'save'))",5.25,195
287,287,enter,"('calculate', 'calculate')","('enter', ('calculate', 'calculate'))",33,196
288,288,enter,"('calculate', 'save')","('enter', ('calculate', 'save'))",112,196
289,289,workload,"('calculate', 'finish editing')","('workload', ('calculate', 'finish editing'))",14.0,196
290,290,workload,"('calculate', 'calculate')","('workload', ('calculate', 'calculate'))",12.0,196
291,291,workload,"('calculate', 'save')","('workload', ('calculate', 'save'))",12.2,196
292,292,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",9.666666666666666,196
293,293,handover,"('calculate', 'save')","('handover', ('calculate', 'save'))",2.0,197
294,294,workload,"('calculate', 'save')","('workload', ('calculate', 'save'))",6.166666666666667,197
295,295,enter,"('calculate', 'finish editing')","('enter', ('calculate', 'finish editing'))",198,198
296,296,enter,"('calculate', 'save')","('enter', ('calculate', 'save'))",78,198
297,297,exit,"('calculate', 'finish editing')","('exit', ('calculate', 'finish editing'))",198,198
298,298,workload,"('calculate', 'finish editing')","('workload', ('calculate', 'finish editing'))",12.375,198
299,299,workload,"('calculate', 'calculate')","('workload', ('calculate', 'calculate'))",3.4,198
300,300,workload,"('calculate', 'save')","('workload', ('calculate', 'save'))",6.5,198
301,301,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",6.9375,198
302,302,workload,"('calculate', 'save')","('workload', ('calculate', 'save'))",5.0,199
303,303,enter,"('calculate', 'finish editing')","('enter', ('calculate', 'finish editing'))",191,202
304,304,enter,"('calculate', 'save')","('enter', ('calculate', 'save'))",59,202
305,305,exit,"('calculate', 'finish editing')","('exit', ('calculate', 'finish editing'))",190,202
306,306,workload,"('calculate', 'finish editing')","('workload', ('calculate', 'finish editing'))",10.555555555555555,202
307,307,workload,"('calculate', 'save')","('workload', ('calculate', 'save'))",5.090909090909091,202
308,308,exit,"('initialize', 'begin editing')","('exit', ('initialize', 'begin editing'))",28,203
309,309,workload,"('calculate', 'finish editing')","('workload', ('calculate', 'finish editing'))",9.882352941176471,203
310,310,workload,"('calculate', 'save')","('workload', ('calculate', 'save'))",5.2,203
311,311,enter,"('calculate', 'finish editing')","('enter', ('calculate', 'finish editing'))",283,204
312,312,enter,"('finish editing', 'performed')","('enter', ('finish editing', 'performed'))",290,204
313,313,enter,"('calculate', 'calculate')","('enter', ('calculate', 'calculate'))",58,204
314,314,enter,"('calculate', 'save')","('enter', ('calculate', 'save'))",78,204
315,315,exit,"('performed', 'calculate')","('exit', ('performed', 'calculate'))",259,204
316,316,exit,"('calculate', 'finish editing')","('exit', ('calculate', 'finish editing'))",282,204
317,317,handover,"('finish editing', 'save')","('handover', ('finish editing', 'save'))",2.0,204
318,318,workload,"('calculate', 'finish editing')","('workload', ('calculate', 'finish editing'))",11.75,204
319,319,workload,"('finish editing', 'begin editing')","('workload', ('finish editing', 'begin editing'))",3.2,204
320,320,workload,"('calculate', 'save')","('workload', ('calculate', 'save'))",5.230769230769231,204
321,321,enter,"('calculate', 'finish editing')","('enter', ('calculate', 'finish editing'))",594,205
322,322,enter,"('finish editing', 'performed')","('enter', ('finish editing', 'performed'))",584,205
323,323,enter,"('calculate', 'calculate')","('enter', ('calculate', 'calculate'))",396,205
324,324,enter,"('calculate', 'save')","('enter', ('calculate', 'save'))",264,205
325,325,exit,"('performed', 'calculate')","('exit', ('performed', 'calculate'))",883,205
326,326,exit,"('calculate', 'finish editing')","('exit', ('calculate', 'finish editing'))",593,205
327,327,exit,"('calculate', 'calculate')","('exit', ('calculate', 'calculate'))",237,205
