,hle-id,type,segment,activity,value,window
51,51,enter,"('begin editing', 'finish editing')","('enter', ('begin editing', 'finish editing'))",462,83
52,52,enter,"('finish pre-check', 'finish editing')","('enter', ('finish pre-check', 'finish editing'))",622,83
53,53,enter,"('begin editing', 'finish pre-check')","('enter', ('begin editing', 'finish pre-check'))",667,83
54,54,enter,"('finish pre-check', 'initialize')","('enter', ('finish pre-check', 'initialize'))",387,83
55,55,enter,"('finish editing', 'finish editing')","('enter', ('finish editing', 'finish editing'))",904,83
56,56,enter,"('create', 'initialize')","('enter', ('create', 'initialize'))",189,83
57,57,enter,"('begin editing', 'begin editing')","('enter', ('begin editing', 'begin editing'))",114,83
58,58,exit,"('mail valid', 'initialize')","('exit', ('mail valid', 'initialize'))",754,83
59,59,exit,"('initialize', 'begin editing')","('exit', ('initialize', 'begin editing'))",763,83
60,60,exit,"('begin editing', 'finish editing')","('exit', ('begin editing', 'finish editing'))",462,83
61,61,exit,"('finish pre-check', 'finish editing')","('exit', ('finish pre-check', 'finish editing'))",622,83
62,62,exit,"('finish editing', 'initialize')","('exit', ('finish editing', 'initialize'))",103,83
63,63,exit,"('begin editing', 'finish pre-check')","('exit', ('begin editing', 'finish pre-check'))",667,83
64,64,exit,"('finish editing', 'finish editing')","('exit', ('finish editing', 'finish editing'))",904,83
65,65,exit,"('begin editing', 'begin editing')","('exit', ('begin editing', 'begin editing'))",114,83
66,66,workload,"('initialize', 'begin editing')","('workload', ('initialize', 'begin editing'))",763.0,83
67,67,workload,"('begin editing', 'finish editing')","('workload', ('begin editing', 'finish editing'))",462.0,83
68,68,workload,"('finish pre-check', 'finish editing')","('workload', ('finish pre-check', 'finish editing'))",622.0,83
69,69,workload,"('finish editing', 'initialize')","('workload', ('finish editing', 'initialize'))",103.0,83
70,70,workload,"('begin editing', 'finish pre-check')","('workload', ('begin editing', 'finish pre-check'))",667.0,83
71,71,workload,"('finish editing', 'finish editing')","('workload', ('finish editing', 'finish editing'))",904.0,83
72,72,workload,"('create', 'initialize')","('workload', ('create', 'initialize'))",189.0,83
73,73,workload,"('begin editing', 'begin editing')","('workload', ('begin editing', 'begin editing'))",114.0,83
74,74,enter,"('mail valid', 'initialize')","('enter', ('mail valid', 'initialize'))",809,84
75,75,exit,"('mail income', 'mail valid')","('exit', ('mail income', 'mail valid'))",721,84
76,76,workload,"('mail income', 'mail valid')","('workload', ('mail income', 'mail valid'))",721.0,84
77,77,enter,"('mail income', 'mail valid')","('enter', ('mail income', 'mail valid'))",521,85
78,78,enter,"('mail income', 'mail valid')","('enter', ('mail income', 'mail valid'))",542,86
79,79,enter,"('mail income', 'mail valid')","('enter', ('mail income', 'mail valid'))",589,90
80,80,enter,"('mail valid', 'initialize')","('enter', ('mail valid', 'initialize'))",1028,90
81,81,exit,"('mail income', 'mail valid')","('exit', ('mail income', 'mail valid'))",875,90
82,82,workload,"('mail income', 'mail valid')","('workload', ('mail income', 'mail valid'))",875.0,90
83,83,enter,"('mail income', 'mail valid')","('enter', ('mail income', 'mail valid'))",657,91
84,84,enter,"('mail income', 'mail valid')","('enter', ('mail income', 'mail valid'))",702,92
85,85,enter,"('mail valid', 'initialize')","('enter', ('mail valid', 'initialize'))",859,92
86,86,exit,"('mail income', 'mail valid')","('exit', ('mail income', 'mail valid'))",717,92
87,87,workload,"('mail income', 'mail valid')","('workload', ('mail income', 'mail valid'))",717.0,92
88,88,workload,"('finish pre-check', 'finish editing')","('workload', ('finish pre-check', 'finish editing'))",18.0,92
89,89,enter,"('mail income', 'mail valid')","('enter', ('mail income', 'mail valid'))",573,93
90,90,enter,"('mail valid', 'initialize')","('enter', ('mail valid', 'initialize'))",1064,93
91,91,enter,"('finish editing', 'create')","('enter', ('finish editing', 'create'))",1439,93
92,92,enter,"('create', 'clear')","('enter', ('create', 'clear'))",2066,93
93,93,enter,"('finish pre-check', 'finish editing')","('enter', ('finish pre-check', 'finish editing'))",1458,93
94,94,enter,"('begin editing', 'finish pre-check')","('enter', ('begin editing', 'finish pre-check'))",1859,93
95,95,enter,"('begin editing', 'begin editing')","('enter', ('begin editing', 'begin editing'))",1449,93
96,96,exit,"('mail income', 'mail valid')","('exit', ('mail income', 'mail valid'))",888,93
97,97,exit,"('finish editing', 'create')","('exit', ('finish editing', 'create'))",1439,93
98,98,exit,"('create', 'clear')","('exit', ('create', 'clear'))",1799,93
99,99,exit,"('finish pre-check', 'finish editing')","('exit', ('finish pre-check', 'finish editing'))",1458,93
100,100,exit,"('begin editing', 'finish pre-check')","('exit', ('begin editing', 'finish pre-check'))",1859,93
101,101,exit,"('begin editing', 'begin editing')","('exit', ('begin editing', 'begin editing'))",1449,93
102,102,workload,"('mail income', 'mail valid')","('workload', ('mail income', 'mail valid'))",888.0,93
103,103,workload,"('finish editing', 'create')","('workload', ('finish editing', 'create'))",1439.0,93
104,104,workload,"('create', 'clear')","('workload', ('create', 'clear'))",1799.0,93
105,105,workload,"('finish pre-check', 'finish editing')","('workload', ('finish pre-check', 'finish editing'))",1458.0,93
106,106,workload,"('begin editing', 'finish pre-check')","('workload', ('begin editing', 'finish pre-check'))",1859.0,93
107,107,workload,"('finish editing', 'finish editing')","('workload', ('finish editing', 'finish editing'))",7.0,93
108,108,workload,"('begin editing', 'begin editing')","('workload', ('begin editing', 'begin editing'))",1449.0,93
109,109,enter,"('mail valid', 'initialize')","('enter', ('mail valid', 'initialize'))",1290,94
110,110,exit,"('mail income', 'mail valid')","('exit', ('mail income', 'mail valid'))",1063,94
111,111,workload,"('mail income', 'mail valid')","('workload', ('mail income', 'mail valid'))",1063.0,94
112,112,enter,"('mail valid', 'initialize')","('enter', ('mail valid', 'initialize'))",2879,97
113,113,enter,"('finish pre-check', 'finish editing')","('enter', ('finish pre-check', 'finish editing'))",201,97
114,114,enter,"('begin editing', 'finish pre-check')","('enter', ('begin editing', 'finish pre-check'))",230,97
115,115,enter,"('begin editing', 'begin editing')","('enter', ('begin editing', 'begin editing'))",198,97
116,116,exit,"('mail income', 'mail valid')","('exit', ('mail income', 'mail valid'))",2465,97
117,117,exit,"('finish pre-check', 'finish editing')","('exit', ('finish pre-check', 'finish editing'))",201,97
118,118,exit,"('begin editing', 'finish pre-check')","('exit', ('begin editing', 'finish pre-check'))",230,97
119,119,exit,"('begin editing', 'begin editing')","('exit', ('begin editing', 'begin editing'))",198,97
120,120,workload,"('mail income', 'mail valid')","('workload', ('mail income', 'mail valid'))",2465.0,97
121,121,workload,"('finish pre-check', 'finish editing')","('workload', ('finish pre-check', 'finish editing'))",201.0,97
122,122,workload,"('begin editing', 'finish pre-check')","('workload', ('begin editing', 'finish pre-check'))",230.0,97
123,123,workload,"('begin editing', 'begin editing')","('workload', ('begin editing', 'begin editing'))",198.0,97
124,124,enter,"('finish editing', 'create')","('enter', ('finish editing', 'create'))",1005,100
125,125,enter,"('finish pre-check', 'finish editing')","('enter', ('finish pre-check', 'finish editing'))",1006,100
126,126,enter,"('begin editing', 'finish pre-check')","('enter', ('begin editing', 'finish pre-check'))",1209,100
127,127,enter,"('create', 'initialize')","('enter', ('create', 'initialize'))",783,100
128,128,enter,"('begin editing', 'begin editing')","('enter', ('begin editing', 'begin editing'))",1195,100
129,129,exit,"('finish editing', 'create')","('exit', ('finish editing', 'create'))",1005,100
130,130,exit,"('create', 'clear')","('exit', ('create', 'clear'))",1619,100
131,131,exit,"('finish pre-check', 'finish editing')","('exit', ('finish pre-check', 'finish editing'))",1006,100
132,132,exit,"('begin editing', 'finish pre-check')","('exit', ('begin editing', 'finish pre-check'))",1209,100
133,133,exit,"('begin editing', 'begin editing')","('exit', ('begin editing', 'begin editing'))",1195,100
134,134,workload,"('finish editing', 'create')","('workload', ('finish editing', 'create'))",1005.0,100
135,135,workload,"('create', 'clear')","('workload', ('create', 'clear'))",1619.0,100
136,136,workload,"('finish pre-check', 'finish editing')","('workload', ('finish pre-check', 'finish editing'))",1006.0,100
137,137,workload,"('begin editing', 'finish pre-check')","('workload', ('begin editing', 'finish pre-check'))",1209.0,100
138,138,workload,"('finish editing', 'finish editing')","('workload', ('finish editing', 'finish editing'))",5.0,100
139,139,workload,"('begin editing', 'begin editing')","('workload', ('begin editing', 'begin editing'))",1195.0,100
140,140,enter,"('initialize', 'begin editing')","('enter', ('initialize', 'begin editing'))",12609,101
141,141,enter,"('begin editing', 'finish editing')","('enter', ('begin editing', 'finish editing'))",7112,101
142,142,enter,"('finish editing', 'create')","('enter', ('finish editing', 'create'))",11555,101
143,143,enter,"('finish pre-check', 'finish editing')","('enter', ('finish pre-check', 'finish editing'))",9661,101
144,144,enter,"('finish editing', 'initialize')","('enter', ('finish editing', 'initialize'))",4336,101
145,145,enter,"('initialize', 'performed')","('enter', ('initialize', 'performed'))",1637,101
146,146,enter,"('finish editing', 'calculate')","('enter', ('finish editing', 'calculate'))",190,101
147,147,enter,"('begin editing', 'finish pre-check')","('enter', ('begin editing', 'finish pre-check'))",10606,101
148,148,enter,"('finish pre-check', 'initialize')","('enter', ('finish pre-check', 'initialize'))",4939,101
149,149,enter,"('begin editing', 'save')","('enter', ('begin editing', 'save'))",429,101
150,150,enter,"('finish editing', 'finish editing')","('enter', ('finish editing', 'finish editing'))",13380,101
151,151,enter,"('create', 'initialize')","('enter', ('create', 'initialize'))",9157,101
152,152,enter,"('begin editing', 'begin editing')","('enter', ('begin editing', 'begin editing'))",3472,101
153,153,exit,"('mail valid', 'initialize')","('exit', ('mail valid', 'initialize'))",11902,101
154,154,exit,"('initialize', 'begin editing')","('exit', ('initialize', 'begin editing'))",12316,101
155,155,exit,"('begin editing', 'finish editing')","('exit', ('begin editing', 'finish editing'))",7042,101
156,156,exit,"('finish editing', 'create')","('exit', ('finish editing', 'create'))",11532,101
157,157,exit,"('finish pre-check', 'finish editing')","('exit', ('finish pre-check', 'finish editing'))",9661,101
158,158,exit,"('finish editing', 'initialize')","('exit', ('finish editing', 'initialize'))",1938,101
159,159,exit,"('begin editing', 'finish pre-check')","('exit', ('begin editing', 'finish pre-check'))",10366,101
160,160,exit,"('finish pre-check', 'initialize')","('exit', ('finish pre-check', 'initialize'))",4939,101
161,161,exit,"('finish editing', 'finish editing')","('exit', ('finish editing', 'finish editing'))",13309,101
162,162,exit,"('create', 'initialize')","('exit', ('create', 'initialize'))",3629,101
163,163,exit,"('begin editing', 'begin editing')","('exit', ('begin editing', 'begin editing'))",3174,101
164,164,workload,"('initialize', 'begin editing')","('workload', ('initialize', 'begin editing'))",12316.0,101
165,165,workload,"('begin editing', 'finish editing')","('workload', ('begin editing', 'finish editing'))",7042.0,101
166,166,workload,"('finish editing', 'create')","('workload', ('finish editing', 'create'))",11532.0,101
167,167,workload,"('finish pre-check', 'finish editing')","('workload', ('finish pre-check', 'finish editing'))",9661.0,101
168,168,workload,"('finish editing', 'initialize')","('workload', ('finish editing', 'initialize'))",1938.0,101
169,169,workload,"('finish editing', 'begin editing')","('workload', ('finish editing', 'begin editing'))",1984.0,101
170,170,workload,"('begin editing', 'finish pre-check')","('workload', ('begin editing', 'finish pre-check'))",10366.0,101
171,171,workload,"('finish pre-check', 'initialize')","('workload', ('finish pre-check', 'initialize'))",4939.0,101
172,172,workload,"('finish editing', 'finish editing')","('workload', ('finish editing', 'finish editing'))",13309.0,101
173,173,workload,"('create', 'initialize')","('workload', ('create', 'initialize'))",3629.0,101
174,174,workload,"('begin editing', 'begin editing')","('workload', ('begin editing', 'begin editing'))",3174.0,101
175,175,enter,"('begin editing', 'finish editing')","('enter', ('begin editing', 'finish editing'))",15,106
176,176,enter,"('initialize', 'performed')","('enter', ('initialize', 'performed'))",8,106
177,177,enter,"('begin editing', 'finish pre-check')","('enter', ('begin editing', 'finish pre-check'))",71,106
178,178,enter,"('finish editing', 'finish editing')","('enter', ('finish editing', 'finish editing'))",43,106
179,179,enter,"('begin editing', 'begin editing')","('enter', ('begin editing', 'begin editing'))",40,106
180,180,exit,"('begin editing', 'finish editing')","('exit', ('begin editing', 'finish editing'))",15,106
181,181,exit,"('begin editing', 'finish pre-check')","('exit', ('begin editing', 'finish pre-check'))",71,106
182,182,exit,"('finish editing', 'finish editing')","('exit', ('finish editing', 'finish editing'))",43,106
183,183,exit,"('begin editing', 'begin editing')","('exit', ('begin editing', 'begin editing'))",46,106
184,184,workload,"('begin editing', 'finish editing')","('workload', ('begin editing', 'finish editing'))",15.0,106
185,185,workload,"('finish pre-check', 'finish editing')","('workload', ('finish pre-check', 'finish editing'))",58.0,106
186,186,workload,"('finish editing', 'initialize')","('workload', ('finish editing', 'initialize'))",8.0,106
187,187,workload,"('begin editing', 'finish pre-check')","('workload', ('begin editing', 'finish pre-check'))",71.0,106
188,188,workload,"('finish editing', 'finish editing')","('workload', ('finish editing', 'finish editing'))",43.0,106
189,189,workload,"('begin editing', 'begin editing')","('workload', ('begin editing', 'begin editing'))",46.0,106
190,190,workload,"('begin editing', 'finish editing')","('workload', ('begin editing', 'finish editing'))",3.0,107
191,191,workload,"('finish pre-check', 'finish editing')","('workload', ('finish pre-check', 'finish editing'))",24.0,107
192,192,workload,"('finish editing', 'finish editing')","('workload', ('finish editing', 'finish editing'))",12.0,107
193,193,enter,"('begin editing', 'finish pre-check')","('enter', ('begin editing', 'finish pre-check'))",60,112
194,194,enter,"('begin editing', 'begin editing')","('enter', ('begin editing', 'begin editing'))",48,112
195,195,exit,"('begin editing', 'finish pre-check')","('exit', ('begin editing', 'finish pre-check'))",60,112
196,196,exit,"('begin editing', 'begin editing')","('exit', ('begin editing', 'begin editing'))",56,112
197,197,workload,"('finish pre-check', 'finish editing')","('workload', ('finish pre-check', 'finish editing'))",51.0,112
198,198,workload,"('begin editing', 'finish pre-check')","('workload', ('begin editing', 'finish pre-check'))",60.0,112
199,199,workload,"('finish editing', 'finish editing')","('workload', ('finish editing', 'finish editing'))",5.0,112
200,200,workload,"('begin editing', 'begin editing')","('workload', ('begin editing', 'begin editing'))",56.0,112
201,201,enter,"('begin editing', 'finish pre-check')","('enter', ('begin editing', 'finish pre-check'))",38,113
202,202,exit,"('begin editing', 'finish pre-check')","('exit', ('begin editing', 'finish pre-check'))",39,113
203,203,workload,"('finish pre-check', 'finish editing')","('workload', ('finish pre-check', 'finish editing'))",28.0,113
204,204,workload,"('begin editing', 'finish pre-check')","('workload', ('begin editing', 'finish pre-check'))",39.0,113
205,205,workload,"('finish editing', 'finish editing')","('workload', ('finish editing', 'finish editing'))",9.0,113
206,206,workload,"('begin editing', 'begin editing')","('workload', ('begin editing', 'begin editing'))",26.0,113
207,207,enter,"('begin editing', 'finish pre-check')","('enter', ('begin editing', 'finish pre-check'))",54,114
208,208,exit,"('begin editing', 'finish pre-check')","('exit', ('begin editing', 'finish pre-check'))",54,114
209,209,workload,"('finish pre-check', 'finish editing')","('workload', ('finish pre-check', 'finish editing'))",39.0,114
210,210,workload,"('begin editing', 'finish pre-check')","('workload', ('begin editing', 'finish pre-check'))",54.0,114
211,211,workload,"('finish editing', 'finish editing')","('workload', ('finish editing', 'finish editing'))",7.0,114
212,212,workload,"('begin editing', 'begin editing')","('workload', ('begin editing', 'begin editing'))",41.0,114
213,213,enter,"('begin editing', 'finish pre-check')","('enter', ('begin editing', 'finish pre-check'))",61,115
214,214,exit,"('begin editing', 'finish pre-check')","('exit', ('begin editing', 'finish pre-check'))",61,115
215,215,workload,"('begin editing', 'finish editing')","('workload', ('begin editing', 'finish editing'))",4.0,115
216,216,workload,"('finish pre-check', 'finish editing')","('workload', ('finish pre-check', 'finish editing'))",36.0,115
217,217,workload,"('begin editing', 'finish pre-check')","('workload', ('begin editing', 'finish pre-check'))",61.0,115
218,218,workload,"('finish editing', 'finish editing')","('workload', ('finish editing', 'finish editing'))",11.0,115
219,219,workload,"('begin editing', 'begin editing')","('workload', ('begin editing', 'begin editing'))",41.0,115
220,220,enter,"('save', 'save')","('enter', ('save', 'save'))",807,117
221,221,exit,"('finish editing', 'initialize')","('exit', ('finish editing', 'initialize'))",78,117
222,222,workload,"('save', 'save')","('workload', ('save', 'save'))",541.0,117
223,223,enter,"('save', 'save')","('enter', ('save', 'save'))",1936,118
224,224,exit,"('finish editing', 'initialize')","('exit', ('finish editing', 'initialize'))",115,118
225,225,exit,"('create', 'initialize')","('exit', ('create', 'initialize'))",349,118
226,226,exit,"('save', 'save')","('exit', ('save', 'save'))",1617,118
227,227,workload,"('save', 'save')","('workload', ('save', 'save'))",1617.0,118
228,228,exit,"('save', 'save')","('exit', ('save', 'save'))",868,119
229,229,workload,"('finish editing', 'finish editing')","('workload', ('finish editing', 'finish editing'))",7.0,119
230,230,workload,"('save', 'save')","('workload', ('save', 'save'))",434.0,119
231,231,workload,"('begin editing', 'finish editing')","('workload', ('begin editing', 'finish editing'))",3.0,122
232,232,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",18.0,126
233,233,workload,"('save', 'finish editing')","('workload', ('save', 'finish editing'))",8.666666666666666,128
234,234,enter,"('finish editing', 'initialize')","('enter', ('finish editing', 'initialize'))",172,133
235,235,enter,"('save', 'save')","('enter', ('save', 'save'))",968,133
236,236,exit,"('save', 'save')","('exit', ('save', 'save'))",959,133
237,237,workload,"('save', 'save')","('workload', ('save', 'save'))",39.625,133
238,238,enter,"('finish pre-check', 'finish editing')","('enter', ('finish pre-check', 'finish editing'))",174,134
239,239,enter,"('finish editing', 'initialize')","('enter', ('finish editing', 'initialize'))",287,134
240,240,enter,"('save', 'calculate')","('enter', ('save', 'calculate'))",163,134
241,241,exit,"('finish pre-check', 'finish editing')","('exit', ('finish pre-check', 'finish editing'))",169,134
242,242,exit,"('initialize', 'calculate')","('exit', ('initialize', 'calculate'))",25,134
243,243,exit,"('save', 'calculate')","('exit', ('save', 'calculate'))",162,134
244,244,enter,"('finish pre-check', 'finish editing')","('enter', ('finish pre-check', 'finish editing'))",185,135
245,245,enter,"('finish editing', 'initialize')","('enter', ('finish editing', 'initialize'))",206,135
246,246,exit,"('finish pre-check', 'finish editing')","('exit', ('finish pre-check', 'finish editing'))",185,135
247,247,exit,"('initialize', 'calculate')","('exit', ('initialize', 'calculate'))",23,135
248,248,exit,"('save', 'calculate')","('exit', ('save', 'calculate'))",137,135
249,249,enter,"('finish pre-check', 'finish editing')","('enter', ('finish pre-check', 'finish editing'))",151,136
250,250,enter,"('finish editing', 'initialize')","('enter', ('finish editing', 'initialize'))",193,136
251,251,exit,"('finish pre-check', 'finish editing')","('exit', ('finish pre-check', 'finish editing'))",151,136
252,252,exit,"('finish editing', 'finish editing')","('exit', ('finish editing', 'finish editing'))",17,136
253,253,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",7.583333333333333,136
254,254,enter,"('finish pre-check', 'finish editing')","('enter', ('finish pre-check', 'finish editing'))",328,139
255,255,enter,"('finish editing', 'initialize')","('enter', ('finish editing', 'initialize'))",350,139
256,256,enter,"('save', 'calculate')","('enter', ('save', 'calculate'))",200,139
257,257,exit,"('begin editing', 'finish editing')","('exit', ('begin editing', 'finish editing'))",12,139
258,258,exit,"('finish pre-check', 'finish editing')","('exit', ('finish pre-check', 'finish editing'))",328,139
259,259,exit,"('begin editing', 'finish pre-check')","('exit', ('begin editing', 'finish pre-check'))",39,139
260,260,exit,"('save', 'calculate')","('exit', ('save', 'calculate'))",202,139
261,261,exit,"('finish editing', 'finish editing')","('exit', ('finish editing', 'finish editing'))",17,139
262,262,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",10.421052631578947,139
263,263,enter,"('finish pre-check', 'finish editing')","('enter', ('finish pre-check', 'finish editing'))",292,140
264,264,enter,"('finish editing', 'initialize')","('enter', ('finish editing', 'initialize'))",302,140
265,265,enter,"('save', 'calculate')","('enter', ('save', 'calculate'))",161,140
266,266,exit,"('finish pre-check', 'finish editing')","('exit', ('finish pre-check', 'finish editing'))",292,140
267,267,exit,"('save', 'calculate')","('exit', ('save', 'calculate'))",163,140
268,268,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",8.05,140
269,269,enter,"('finish pre-check', 'finish editing')","('enter', ('finish pre-check', 'finish editing'))",313,141
270,270,enter,"('finish editing', 'initialize')","('enter', ('finish editing', 'initialize'))",365,141
271,271,enter,"('save', 'calculate')","('enter', ('save', 'calculate'))",229,141
272,272,enter,"('finish editing', 'finish editing')","('enter', ('finish editing', 'finish editing'))",24,141
273,273,exit,"('finish pre-check', 'finish editing')","('exit', ('finish pre-check', 'finish editing'))",313,141
274,274,exit,"('save', 'calculate')","('exit', ('save', 'calculate'))",228,141
275,275,exit,"('finish editing', 'finish editing')","('exit', ('finish editing', 'finish editing'))",22,141
276,276,workload,"('save', 'calculate')","('workload', ('save', 'calculate'))",10.857142857142858,141
277,277,enter,"('finish pre-check', 'finish editing')","('enter', ('finish pre-check', 'finish editing'))",190,142
278,278,enter,"('finish editing', 'initialize')","('enter', ('finish editing', 'initialize'))",246,142
279,279,enter,"('save', 'calculate')","('enter', ('save', 'calculate'))",145,142
280,280,exit,"('finish pre-check', 'finish editing')","('exit', ('finish pre-check', 'finish editing'))",191,142
281,281,exit,"('save', 'calculate')","('exit', ('save', 'calculate'))",147,142
282,282,enter,"('finish pre-check', 'finish editing')","('enter', ('finish pre-check', 'finish editing'))",214,146
283,283,enter,"('finish editing', 'initialize')","('enter', ('finish editing', 'initialize'))",264,146
284,284,enter,"('save', 'calculate')","('enter', ('save', 'calculate'))",144,146
285,285,exit,"('begin editing', 'finish editing')","('exit', ('begin editing', 'finish editing'))",12,146
286,286,exit,"('finish pre-check', 'finish editing')","('exit', ('finish pre-check', 'finish editing'))",214,146
287,287,exit,"('save', 'calculate')","('exit', ('save', 'calculate'))",146,146
288,288,exit,"('finish editing', 'finish editing')","('exit', ('finish editing', 'finish editing'))",20,146
289,289,handover,"('finish editing', 'finish editing')","('handover', ('finish editing', 'finish editing'))",1.5,149
290,290,handover,"('finish editing', 'finish editing')","('handover', ('finish editing', 'finish editing'))",2.0,150
291,291,handover,"('save', 'save')","('handover', ('save', 'save'))",2.0,150
292,292,enter,"('save', 'save')","('enter', ('save', 'save'))",1265,154
293,293,exit,"('save', 'save')","('exit', ('save', 'save'))",1256,154
294,294,workload,"('save', 'finish editing')","('workload', ('save', 'finish editing'))",7.25,154
295,295,workload,"('save', 'save')","('workload', ('save', 'save'))",69.61111111111111,154
296,296,enter,"('save', 'finish editing')","('enter', ('save', 'finish editing'))",113,156
297,297,enter,"('begin editing', 'save')","('enter', ('begin editing', 'save'))",103,156
298,298,exit,"('save', 'finish editing')","('exit', ('save', 'finish editing'))",113,156
299,299,exit,"('begin editing', 'save')","('exit', ('begin editing', 'save'))",104,156
300,300,workload,"('finish editing', 'calculate')","('workload', ('finish editing', 'calculate'))",14.0,156
301,301,workload,"('save', 'finish editing')","('workload', ('save', 'finish editing'))",8.0,156
302,302,workload,"('begin editing', 'save')","('workload', ('begin editing', 'save'))",5.9411764705882355,156
303,303,handover,"('finish editing', 'initialize')","('handover', ('finish editing', 'initialize'))",32.0,157
